,n,token,lemma,pos
61519,38,·,·,u--------
61520,39,εἰ,εἰ,c--------
61521,40,δὲ,δέ,g--------
61522,41,μή,μή,d--------
61523,42,",",",",u--------
61524,43,οὐκ,οὐ,d--------
61525,44,ἐπιτρέψομεν,ἐπιτρέπω,v1pasa---
61526,45,ὑμῖν,,p-p---md-
61527,46,",",",",u--------
61528,47,ἀλλʼ,ἀλλά,c--------
61529,48,ἐὰν,ἐάν,c--------
61530,49,ποιῆτε,,d--------
61531,50,κακῶς,κακός,d--------
61532,51,τὴν,ὁ,l-s---fa-
61533,52,ἡμετέραν,ἡμέτερος,a-s---fa-
61534,53,χώραν,χώρα,n-s---fa-
61535,54,",",",",u--------
61536,55,ὡς,ὡς,c--------
61537,56,πολεμίους,πολέμιος,a-p---ma-
61538,57,ἀλεξόμεθα,ἀλέξω,v1ppie---
61539,58,.,.,u--------
61540,1,ὁ,ὁ,l-s---mn-
61541,2,δὲ,δέ,g--------
61542,3,Ξενοφῶν,Ξενοφῶν,n-s---mn-
61543,4,ἀκούσας,ἀκούω,v-sapamn-
61544,5,ταῦτα,οὗτος,p-p---na-
61545,6,εἶπεν,λέγω,v3saia---
61546,7,·,·,u--------
61547,8,ἀλλὰ,ἀλλά,c--------
61548,9,σοὶ,,p-s---md-
61549,10,μὲν,μέν,g--------
61550,11,τοιαῦτα,τοιοῦτος,p-p---na-
61551,12,λέγοντι,λέγω,v-sppamd-
61552,13,καὶ,καί,d--------
61553,14,ἀποκρίνασθαι,ἀποκρίνω,v--anm---
61554,15,χαλεπόν,,n-s---ma-
61555,16,·,·,u--------
61556,17,τούτου,οὗτος,a-s---mg-
61557,18,δʼ,δέ,g--------
61558,19,ἕνεκα,ἕνεκα,r--------
61559,20,τοῦ,ὁ,l-s---mg-
61560,21,νεανίσκου,νεανίσκος,n-s---mg-
61561,22,λέξω,λέγω,v1sfia---
61562,23,",",",",u--------
61563,24,ἵνʼ,ἵνα,c--------
61564,25,εἰδῇ,οἶδα,v3srsa---
61565,26,οἷοί,,a-p---mn-
61566,27,τε,τε,d--------
61567,28,ὑμεῖς,,p-p---mn-
61568,29,ἐστε,εἰμί,v2ppia---
61569,30,καὶ,καί,d--------
61570,31,οἷοι,οἷος,a-p---mn-
61571,32,ἡμεῖς,,p-p---mn-
61572,33,.,.,u--------
61573,1,ἡμεῖς,ἐγώ,p1p---mn-
61574,2,μὲν,μέν,g--------
61575,3,γάρ,γάρ,g--------
61576,4,",",",",u--------
61577,5,ἔφη,φημί,v3siia---
61578,6,",",",",u--------
61579,7,πρὶν,πρίν,c--------
61580,8,ὑμῖν,,p-p---md-
61581,9,φίλοι,φίλος,a-p---mv-
61582,10,γενέσθαι,γίγνομαι,v--anm---
61583,11,ἐπορευόμεθα,ἐφορεύω,v1ppie---
61584,12,διὰ,διά,r--------
61585,13,ταύτης,οὗτος,a-s---fg-
61586,14,τῆς,ὁ,l-s---fg-
61587,15,χώρας,χώρα,n-s---fg-
61588,16,ὅποι,ὅποι,d--------
61589,17,ἐβουλόμεθα,,v1ppie---
61590,18,",",",",u--------
61591,19,ἣν,ὅς2,p-s---fa-
61592,20,μὲν,μέν,g--------
61593,21,ἐθέλοιμεν,ἐθέλω,v1ppoa---
61594,22,πορθοῦντες,πορθέω,v-pppamn-
61595,23,",",",",u--------
61596,1,ἣν,ὅς2,p-s---fa-
61597,2,δὲ,δέ,g--------
61598,3,θέλοιμεν,,v1paoa---
61599,4,καίοντες,καίω,v-pppamn-
61600,5,",",",",u--------
61601,6,καὶ,καί,d--------
61602,7,σὺ,,p-s---mn-
61603,8,ὁπότε,ὁπότε,d--------
61604,9,πρὸς,πρός,r--------
61605,10,ἡμᾶς,ἐγώ,p1p---ma-
61606,11,ἔλθοις,ἔρχομαι,v2saoa---
61607,12,πρεσβεύων,πρεσβεύω,v-sppamn-
61608,13,",",",",u--------
61609,14,ηὐλίζου,,v2spme---
61610,15,τότε,τότε,d--------
61611,16,παρʼ,,n-s---fn-
61612,17,ἡμῖν,,p-p---md-
61613,18,οὐδένα,,p-s---ma-
61614,19,φοβούμενος,φοβέω,v-sppemn-
61615,20,τῶν,ὁ,l-p---mg-
61616,21,πολεμίων,πολέμιος,a-p---mg-
61617,22,·,·,u--------
61618,23,ὑμεῖς,,p-p---mn-
61619,24,δὲ,δέ,g--------
61620,25,οὐκ,οὐ,d--------
61621,26,ᾖτε,,v3siia---
61622,27,εἰς,εἰς,r--------
61623,28,τήνδε,ὅδε,p-s---fa-
61624,29,τὴν,ὁ,l-s---fa-
61625,30,χώραν,χώρα,n-s---fa-
61626,31,",",",",u--------
61627,32,ἢ,τίη,d--------
61628,33,εἴ,εἰ,c--------
61629,34,ποτε,ποτε,d--------
61630,35,ἔλθοιτε,ἔρχομαι,v2paoa---
61631,36,",",",",u--------
61632,37,ὡς,ὡς,c--------
61633,38,ἐν,ἐν,r--------
61634,39,κρειττόνων,,n-p---mg-
61635,40,χώρᾳ,χώρα,n-s---fd-
61636,41,ηὐλίζεσθε,,v2ppme---
61637,42,ἐγκεχαλινωμένοις,,v-pppemd-
61638,43,τοῖς,ὁ,l-p---md-
61639,44,ἵπποις,ἵππος,n-p---md-
61640,45,.,.,u--------
61641,1,ἐπεὶ,ἐπεί,c--------
61642,2,δὲ,δέ,g--------
61643,3,ἡμῖν,,p-p---md-
61644,4,φίλοι,φίλος,a-p---mn-
61645,5,ἐγένεσθε,γίγνομαι,v2paim---
61646,6,καὶ,καί,c--------
61647,7,διʼ,διά,r--------
61648,8,ἡμᾶς,ἐγώ,p1p---ma-
61649,9,σὺν,σύν,r--------
61650,10,θεοῖς,θεός,n-p---md-
61651,11,ἔχετε,ἔχω,v2ppia---
61652,12,τήνδε,ὅδε,p-s---fa-
61653,13,τὴν,ὁ,l-s---fa-
61654,14,χώραν,χώρα,n-s---fa-
61655,15,",",",",u--------
61656,16,νῦν,νῦν,d--------
61657,17,δὴ,δή,g--------
61658,18,ἐξελαύνετε,ἐξελαύνω,v2ppma---
61659,19,ἡμᾶς,ἐγώ,p1p---ma-
61660,20,ἐκ,ἐκ,r--------
61661,21,τῆσδε,ὅδε,p-s---fg-
61662,22,τῆς,ὁ,l-s---fg-
61663,23,χώρας,χώρα,n-s---fg-
61664,24,ἣν,ὅς2,p-s---fa-
61665,25,παρʼ,παρά,r--------
61666,26,ἡμῶν,,p-p---mg-
61667,27,",",",",u--------
61668,28,ἐχόντων,ἔχω,v-pppamg-
61669,29,κατὰ,κατά,r--------
61670,30,κράτος,κράτος,n-s---na-
61671,31,",",",",u--------
61672,32,παρελάβετε,,v2ppma---
61673,33,·,·,u--------
61674,34,ὡς,ὡς,d--------
61675,35,γὰρ,γάρ,g--------
61676,36,αὐτὸς,αὐτός,a-s---mn-
61677,37,οἶσθα,οἶδα,v2sria---
61678,38,",",",",u--------
61679,39,οἱ,ὁ,l-p---mn-
61680,40,πολέμιοι,πολέμιος,a-p---mn-
61681,41,οὐχ,οὐ,d--------
61682,42,ἱκανοὶ,ἱκανός,a-p---mn-
61683,43,ἦσαν,εἰμί,v3piia---
61684,44,ἡμᾶς,,p-p---ma-
61685,45,ἐξελαύνειν,ἐξελαύνω,v--pna---
61686,46,.,.,u--------
61687,1,καὶ,καί,d--------
61688,2,οὐχ,,p1s---mn-
61689,3,ὅπως,ὅπως,c--------
61690,4,δῶρα,δῶρον,n-p---na-
61691,5,δοὺς,δίδωμι,v-sapamn-
61692,6,καὶ,καί,c--------
61693,7,εὖ,εὖ,d--------
61694,8,ποιήσας,ποιέω,v-sapamn-
61695,9,ἀνθʼ,ἀντί,r--------
61696,10,ὧν,ὅς2,p-p---ng-
61697,11,εὖ,εὖ,d--------
61698,12,ἔπαθες,πάσχω,v2saia---
61699,13,ἀξιοῖς,ἀξιόω,v2spia---
61700,14,ἡμᾶς,ἐγώ,p1p---ma-
61701,15,ἀποπέμψασθαι,ἀποπέμπω,v--anm---
61702,16,",",",",u--------
61703,17,ἀλλʼ,ἀλλά,c--------
61704,18,ἀποπορευομένους,,v-pppema-
61705,19,ἡμᾶς,ἐγώ,p1p---ma-
61706,20,οὐδʼ,οὐδέ,c--------
61707,21,ἐναυλισθῆναι,ἐναυλίζω,v--anp---
61708,22,ὅσον,ὅσος,a-s---na-
61709,23,δύνασαι,δύναμαι,v2spie---
61710,24,ἐπιτρέπεις,ἐπιτρέπω,v2spia---
61711,25,.,.,u--------
61712,1,καὶ,καί,d--------
61713,2,ταῦτα,οὗτος,p-p---na-
61714,3,λέγων,λέγω,v-sppamn-
61715,4,οὔτε,οὔτε,d--------
61716,5,θεοὺς,,n-p---ma-
61717,6,αἰσχύνῃ,αἰσχύνη,n-s---fd-
61718,7,οὔτε,οὔτε,d--------
61719,8,τόνδε,ὅδε,p-s---ma-
61720,9,τὸν,ὁ,l-s---ma-
61721,10,ἄνδρα,ἀνήρ,n-s---ma-
61722,11,",",",",u--------
61723,12,ὃς,ὅς,p-s---mn-
61724,13,νῦν,νῦν,d--------
61725,14,μέν,μέν,g--------
61726,15,σε,σύ,p-s----a-
61727,16,ὁρᾷ,ὁράω,v3spia---
61728,17,πλουτοῦντα,πλουτέω,v-sppama-
61729,18,",",",",u--------
61730,19,πρὶν,πρίν,c--------
61731,20,δὲ,δέ,g--------
61732,21,ἡμῖν,ἐγώ,p1p---md-
61733,22,φίλον,φίλος,a-s---ma-
61734,23,γενέσθαι,γίγνομαι,v--anm---
61735,24,ἀπὸ,ἀπό,r--------
61736,25,λῃστείας,λῃστεία,n-s---fg-
61737,26,τὸν,ὁ,l-s---ma-
61738,27,βίον,βίος,n-s---ma-
61739,28,ἔχοντα,ἔχω,v-sppama-
61740,29,",",",",u--------
61741,30,ὡς,ὡς,c--------
61742,31,αὐτὸς,αὐτός,a-s---mn-
61743,32,ἔφησθα,φημί,v2siia---
61744,33,.,.,u--------
61745,1,ἀτὰρ,,r--------
61746,2,τί,τι,d--------
61747,3,καὶ,καί,d--------
61748,4,πρὸς,πρός,r--------
61749,5,ἐμὲ,,p-s---ma-
61750,6,λέγεις,λέγω,v2spia---
61751,7,ταῦτα,οὗτος,p-p---na-
61752,8,;,;,u--------
61753,9,ἔφη,φημί,v3siia---
61754,10,·,·,u--------
61755,11,οὐ,οὐ,d--------
61756,12,γὰρ,γάρ,g--------
61757,13,ἔγωγʼ,,v1saia---
61758,14,ἔτι,ἔτι,d--------
61759,15,ἄρχω,ἄρχω,v1spia---
61760,16,",",",",u--------
61761,17,ἀλλὰ,ἀλλά,c--------
61762,18,Λακεδαιμόνιοι,,n-p---mn-
61763,19,",",",",u--------
61764,20,οἷς,,a-p---nd-
61765,21,ὑμεῖς,σύ,p-p----n-
61766,22,παρεδώκατε,,v2pria---
61767,23,τὸ,ὁ,l-s---na-
61768,24,στράτευμα,στράτευμα,n-s---na-
61769,25,ἀπαγαγεῖν,ἀπάγω,v--ana---
61770,26,οὐδὲν,,p-s---na-
61771,27,ἐμὲ,,p1s---ma-
61772,28,παρακαλέσαντες,παρακαλέω,v-papamn-
61773,29,",",",",u--------
61774,30,ὦ,ὦ,i--------
61775,31,θαυμαστότατοι,θαυμαστός,a-p---mns
61776,32,",",",",u--------
61777,33,ὅπως,ὅπως,c--------
61778,34,ὥσπερ,ὥσπερ,d--------
61779,35,ἀπηχθανόμην,,v1siie---
61780,36,αὐτοῖς,αὐτός,p-p---md-
61781,37,ὅτε,ὅτε,c--------
61782,38,πρὸς,πρός,r--------
61783,39,ὑμᾶς,,p-p---ma-
61784,40,ἦγον,ἄγω,v3piia---
61785,41,",",",",u--------
61786,42,οὕτω,οὕτως,d--------
61787,43,καὶ,καί,d--------
61788,44,χαρισαίμην,,v1spoe---
61789,45,νῦν,νῦν,d--------
61790,46,ἀποδιδούς,,v-sapamn-
61791,47,.,.,u--------
61792,1,ἐπεὶ,,d--------
61793,2,ταῦτα,οὗτος,p-p---na-
61794,3,ἤκουσεν,ἀκούω,v3saia---
61795,4,ὁ,ὁ,l-s---mn-
61796,5,Ὀδρύσης,Ὀδρύσης,n-s---mn-
61797,6,",",",",u--------
61798,7,εἶπεν,λέγω,v3saia---
61799,8,·,·,u--------
61800,9,ἐγὼ,,p-s---fn-
61801,10,μέν,μέν,g--------
61802,11,",",",",u--------
61803,12,ὦ,ὦ,i--------
61804,13,Μηδόσαδες,,n-p---fv-
61805,14,",",",",u--------
61806,15,κατὰ,κατά,r--------
61807,16,τῆς,ὁ,l-s---fg-
61808,17,γῆς,γῆ,n-s---fg-
61809,18,καταδύομαι,καταδύω,v1spie---
61810,19,ὑπὸ,ὑπό,r--------
61811,20,τῆς,ὁ,l-s---fg-
61812,21,αἰσχύνης,αἰσχύνη,n-s---fg-
61813,22,ἀκούων,ἀκούω,v-sppamn-
61814,23,ταῦτα,οὗτος,p-p---na-
61815,24,.,.,u--------
61816,25,καὶ,καί,d--------
61817,26,εἰ,εἰ,c--------
61818,27,μὲν,μέν,g--------
61819,28,πρόσθεν,πρόσθεν,d--------
61820,29,ἠπιστάμην,ἐπίσταμαι,v1siie---
61821,30,",",",",u--------
61822,31,οὐδʼ,οὐδέ,d--------
61823,32,ἂν,ἄν,g--------
61824,33,συνηκολούθησά,,p-s----a-
61825,34,σοι,σύ,p-s----d-
61826,35,·,·,u--------
61827,36,καὶ,καί,d--------
61828,37,νῦν,νῦν,d--------
61829,38,ἄπειμι,ἄπειμι2,v1spia---
61830,39,.,.,u--------
61831,40,οὐδὲ,οὐδέ,d--------
61832,41,γὰρ,γάρ,g--------
61833,42,ἂν,ἄν,g--------
61834,43,Μήδοκός,Μήδοκος,n-s---mn-
61835,44,με,ἐγώ,p1s---ma-
61836,45,ὁ,ὁ,l-s---mn-
61837,46,βασιλεὺς,βασιλεύς,n-s---mn-
61838,47,ἐπαινοίη,ἐπαινέω,v3spoa---
61839,48,",",",",u--------
61840,49,εἰ,εἰ,c--------
61841,50,ἐξελαύνοιμι,ἐξελαύνω,v1spoa---
61842,51,τοὺς,ὁ,l-p---ma-
61843,52,εὐεργέτας,εὐεργέτης,n-p---ma-
61844,53,.,.,u--------
61845,1,ταῦτʼ,,n-d----n-
61846,2,εἰπὼν,λέγω,v-sapamn-
61847,3,ἀναβὰς,ἀναβαίνω,v-sapamn-
61848,4,ἐπὶ,ἐπί,r--------
61849,5,τὸν,ὁ,l-s---ma-
61850,6,ἵππον,ἵππος,n-s---ma-
61851,7,ἀπήλαυνε,ἀπελαύνω,v3saia---
61852,8,καὶ,καί,c--------
61853,9,σὺν,σύν,r--------
61854,10,αὐτῷ,αὐτός,p-s---nd-
61855,11,οἱ,ὁ,l-p---mn-
61856,12,ἄλλοι,ἄλλος,a-p---mn-
61857,13,ἱππεῖς,ἱππεύς,n-p---mn-
61858,14,πλὴν,πλήν,r--------
61859,15,τεττάρων,τέσσαρες,n-p---mg-
61860,16,ἢ,ἤ,c--------
61861,17,πέντε,,a--------
61862,18,.,.,u--------
61863,19,ὁ,ὁ,l-s---mn-
61864,20,δὲ,δέ,g--------
61865,21,Μηδοσάδης,Μηδοσάδης,n-s---mn-
61866,22,ʽἐλύπει,,v3spia---
61867,23,γὰρ,γάρ,g--------
61868,24,αὐτὸν,αὐτός,p-s---ma-
61869,25,ἡ,ὁ,l-s---fn-
61870,26,χώρα,χώρα,n-s---fn-
61871,27,πορθουμένἠ,,a-s---fn-
61872,28,",",",",u--------
61873,29,ἐκέλευε,κελεύω,v3siia---
61874,30,τὸν,ὁ,l-s---ma-
61875,31,Ξενοφῶντα,Ξενοφῶν,n-s---ma-
61876,32,καλέσαι,καλέω,v--ana---
61877,33,τὼ,τῷ,d--------
61878,34,Λακεδαιμονίω,,v1spia---
61879,35,.,.,u--------
61880,1,καὶ,καί,d--------
61881,2,ὃς,ὅς,p-s---mn-
61882,3,λαβὼν,λαμβάνω,v-sapamn-
61883,4,τοὺς,ὁ,l-p---ma-
61884,5,ἐπιτηδειοτάτους,,a-p---ma-
61885,6,προσῆλθε,προσέρχομαι,v3saia---
61886,7,τῷ,τῷ,d--------
61887,8,Χαρμίνῳ,Χαρμῖνος,n-s---md-
61888,9,καὶ,καί,d--------
61889,10,Πολυνίκῳ,,n-s---md-
61890,11,καὶ,καί,d--------
61891,12,ἔλεγεν,λέγω,v3siia---
61892,13,ὅτι,ὅτι2,c--------
61893,14,καλεῖ,καλέω,v3spia---
61894,15,αὐτοὺς,αὐτός,p-p---ma-
61895,16,Μηδοσάδης,Μηδοσάδης,n-s---mn-
61896,17,προερῶν,,v-sppamn-
61897,18,ἅπερ,ὅς,p-p---na-
61898,19,αὐτῷ,αὐτός,a-s---md-
61899,20,",",",",u--------
61900,21,ἀπιέναι,ἀφίημι,v--pna---
61901,22,ἐκ,ἐκ,r--------
61902,23,τῆς,ὁ,l-s---fg-
61903,24,χώρας,χώρα,n-s---fg-
61904,25,.,.,u--------
61905,1,οἴομαι,οἴομαι,v1spie---
61906,2,ἂν,ἄν,g--------
61907,3,οὖν,οὖν,g--------
61908,4,",",",",u--------
61909,5,ἔφη,φημί,v3siia---
61910,6,",",",",u--------
61911,7,ὑμᾶς,,p-p---ma-
61912,8,ἀπολαβεῖν,ἀπολαμβάνω,v--ana---
61913,9,τῇ,ὁ,l-s---fd-
61914,10,στρατιᾷ,στρατιά,n-s---fd-
61915,11,τὸν,ὁ,l-s---ma-
61916,12,ὀφειλόμενον,ὀφείλω,v-sppema-
61917,13,μισθόν,μισθός,n-s---ma-
61918,14,",",",",u--------
61919,15,εἰ,εἰ,c--------
61920,16,εἴποιτε,λέγω,v2paoa---
61921,17,ὅτι,ὅτι2,c--------
61922,18,δεδέηται,,v3spse---
61923,19,ὑμῶν,ὑμός,p-p---mg-
61924,20,ἡ,ὁ,l-s---fn-
61925,21,στρατιὰ,στρατιά,n-s---fn-
61926,22,συναναπρᾶξαι,συναναπράσσω,v--ana---
61927,23,τὸν,ὁ,l-s---ma-
61928,24,μισθὸν,μισθός,n-s---ma-
61929,25,ἢ,τίη,d--------
61930,26,παρʼ,,d--------
61931,27,ἑκόντος,,v-sapamg-
61932,28,ἢ,τίη,d--------
61933,29,παρʼ,παρά,r--------
61934,30,ἄκοντος,ἄκων2,a-s---mg-
61935,31,Σεύθου,Σεύθης,n-s---mg-
61936,32,",",",",u--------
61937,33,καὶ,καί,d--------
61938,34,ὅτι,ὅτι2,c--------
61939,35,τούτων,οὗτος,p-p---mg-
61940,36,τυχόντες,τυγχάνω,v-papamn-
61941,37,προθύμως,πρόθυμος,d--------
61942,38,ἂν,ἄν,g--------
61943,39,συνέπεσθαι,συνέπομαι,v--pne---
61944,40,ὑμῖν,,v--pna---
61945,41,φασι,φημί,v3ppia---
61946,42,·,·,u--------
61947,43,καὶ,καί,d--------
61948,44,ὅτι,ὅτι2,c--------
61949,45,δίκαια,δίκαιος,a-p---na-
61950,46,ὑμῖν,,p2p---md-
61951,47,δοκοῦσι,δοκέω,v3ppia---
61952,48,λέγειν,λέγω,v--pna---
61953,49,·,·,u--------
61954,50,καὶ,καί,d--------
61955,51,ὅτι,ὅτι2,c--------
61956,52,ὑπέσχεσθε,,v2ppme---
61957,53,αὐτοῖς,αὐτός,p-p---md-
61958,54,τότε,τότε,d--------
61959,55,ἀπιέναι,ἀφίημι,v--pna---
61960,56,ὅταν,ὅταν,c--------
61961,57,τὰ,ὁ,l-p---na-
61962,58,δίκαια,δίκαιος,a-p---na-
61963,59,ἔχωσιν,ἔχω,v3ppsa---
61964,60,οἱ,ὁ,l-p---mn-
61965,61,στρατιῶται,στρατιώτης,n-p---mn-
61966,62,.,.,u--------
61967,1,ἀκούσαντες,ἀκούω,v-papamn-
61968,2,οἱ,ὁ,l-p---mn-
61969,3,Λάκωνες,Λάκων,n-p---mn-
61970,4,ταῦτα,οὗτος,p-p---na-
61971,5,ἔφασαν,φημί,v3piia---
61972,6,ἐρεῖν,λέγω,v--fna---
61973,7,καὶ,καί,d--------
61974,8,ἄλλα,ἄλλος,a-p---na-
61975,9,ὁποῖα,ὁποῖος,a-p---na-
61976,10,ἂν,ἐάν,c--------
61977,11,δύνωνται,δύω,v3ppse---
61978,12,κράτιστα,κράτιστος,a-p---na-
61979,13,·,·,u--------
61980,14,καὶ,καί,d--------
61981,15,εὐθὺς,εὐθύς,d--------
61982,16,ἐπορεύοντο,πορεύω,v3piie---
61983,17,ἔχοντες,ἔχω,v-pppamn-
61984,18,πάντας,πᾶς,a-p---ma-
61985,19,τοὺς,ὁ,l-p---ma-
61986,20,ἐπικαιρίους,ἐπικαίριος,a-p---ma-
61987,21,.,.,u--------
61988,22,ἐλθὼν,ἔρχομαι,v-sapamn-
61989,23,δὲ,δέ,g--------
61990,24,ἔλεξε,λέγω,v3saia---
61991,25,Χαρμῖνος,,n-s---mg-
61992,26,·,·,u--------
61993,27,εἰ,εἰ,c--------
61994,28,μὲν,μέν,g--------
61995,29,σύ,,p-s---fn-
61996,30,τι,τις,p-s---na-
61997,31,ἔχεις,ἔχω,v2spia---
61998,32,",",",",u--------
61999,33,ὦ,ὦ,i--------
62000,34,Μηδόσαδες,Μηδοσάδης,n-s---mv-
62001,35,",",",",u--------
62002,36,πρὸς,πρός,r--------
62003,37,ἡμᾶς,,p-p---ma-
62004,38,λέγειν,λέγω,v--pna---
62005,39,",",",",u--------
62006,40,εἰ,εἰ,c--------
62007,41,δὲ,δέ,g--------
62008,42,μή,μή,d--------
62009,43,",",",",u--------
62010,44,ἡμεῖς,,p-p---mn-
62011,45,πρὸς,πρός,r--------
62012,46,σὲ,,p-s---ma-
62013,47,ἔχομεν,ἔχω,v1ppia---
62014,48,.,.,u--------
62015,1,ὁ,ὁ,l-s---mn-
62016,2,δὲ,δέ,g--------
62017,3,Μηδοσάδης,Μηδοσάδης,n-s---mn-
62018,4,μάλα,μάλα,d--------
62019,5,δὴ,δή,g--------
62020,6,ὑφειμένως,ὑφίημι,d--------
62021,7,·,·,u--------
62022,8,ἀλλʼ,,n-s---mv-
62023,9,ἐγὼ,,p-s---mn-
62024,10,μὲν,μέν,g--------
62025,11,λέγω,λέγω,v1spia---
62026,12,",",",",u--------
62027,13,ἔφη,φημί,v3siia---
62028,14,",",",",u--------
62029,15,καὶ,καί,c--------
62030,16,Σεύθης,Σεύθης,n-s---mn-
62031,17,τὰ,ὁ,l-p---na-
62032,18,αὐτά,αὐτός,a-p---na-
62033,19,",",",",u--------
62034,20,ὅτι,ὅτι2,c--------
62035,21,ἀξιοῦμεν,ἀξιόω,v1ppia---
62036,22,τοὺς,ὁ,l-p---ma-
62037,23,φίλους,φίλος,a-p---ma-
62038,24,ἡμῖν,ἐγώ,p1p---md-
62039,25,γεγενημένους,,v-prpema-
62040,26,μὴ,μή,d--------
62041,27,κακῶς,κακός,d--------
62042,28,πάσχειν,πάσχω,v--pna---
62043,29,ὑφʼ,ὑφʼ,u--------
62044,30,ὑμῶν,ὑμός,p-p---mg-
62045,31,.,.,u--------
62046,32,ὅ,ὅς,p-s---na-
62047,33,τι,,a-s---na-
62048,34,γὰρ,γάρ,g--------
62049,35,ἂν,ἄν,g--------
62050,36,τούτους,οὗτος,p-p---ma-
62051,37,κακῶς,κακός,d--------
62052,38,ποιῆτε,,v-drpamn-
62053,39,ἡμᾶς,ἐγώ,p1p---ma-
62054,40,ἤδη,ἤδη,d--------
62055,41,ποιεῖτε,ποιέω,v2ppma---
62056,42,·,·,u--------
62057,43,ἡμέτεροι,ἡμέτερος,a-p---mn-
62058,44,γάρ,γάρ,g--------
62059,45,εἰσιν,εἰμί,v3ppia---
62060,46,.,.,u--------
62061,1,ἡμεῖς,,p-p---mn-
62062,2,τοίνυν,τοίνυν,g--------
62063,3,",",",",u--------
62064,4,ἔφασαν,φημί,v3paia---
62065,5,οἱ,ὁ,l-p---mn-
62066,6,Λάκωνες,Λάκων,n-p---mn-
62067,7,",",",",u--------
62068,8,ἀπίοιμεν,ἄπειμι2,v1ppoa---
62069,9,ἂν,ἄν,g--------
62070,10,ὁπότε,ὁπότε,d--------
62071,11,τὸν,ὁ,l-s---ma-
62072,12,μισθὸν,μισθός,n-s---ma-
62073,13,ἔχοιεν,ἔχω,v3ppoa---
62074,14,οἱ,ἕ,p-s---md-
62075,15,ταῦτα,οὗτος,p-p---na-
62076,16,ὑμῖν,,p-p---md-
62077,17,καταπράξαντες,καταπράσσω,v-papamn-
62078,18,·,·,u--------
62079,19,εἰ,εἰ,c--------
62080,20,δὲ,δέ,g--------
62081,21,μή,μή,d--------
62082,22,",",",",u--------
62083,23,ἐρχόμεθα,ἔρχομαι,v1ppie---
62084,24,μὲν,μέν,g--------
62085,25,καὶ,καί,d--------
62086,26,νῦν,νῦν,d--------
